"","CASENUM","COHORT","GENDER","STRATA","SCHOOLID","RACETH","STEM","year_from_baseline","urban","nkids","edulevel","health","time","MISSING","GENDER.int","health.cut"
"838",4575,"(1) Older","Female","(9) South-Rural",242,"(3) White",NA,25,"(4) Urban areas & towns 50,000-499,999",NA,"PHD",8,5,1,0,"8"
"1210",4575,"(1) Older","Female","(9) South-Rural",242,"(3) White",1,26,"(4) Urban areas & towns 50,000-499,999",0,"PHD",8,6,0,0,"8"
"1582",4575,"(1) Older","Female","(9) South-Rural",242,"(3) White",1,27,NA,0,"PHD",8,7,0,0,"8"
"296",4580,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",7,0,0,1,"7"
"668",4580,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",7,1,0,1,"7"
"1040",4580,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",7,2,0,1,"7"
"1412",4580,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",7,3,0,1,"7"
"1784",4580,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,24,NA,0,"<PHD",7,4,0,1,"7"
"95",4608,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",10,3,0,1,"10"
"467",4608,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",NA,24,"(1) Central Place 1,000,000 or more",NA,"PHD",10,4,1,1,"10"
"839",4608,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",NA,25,"(1) Central Place 1,000,000 or more",NA,"PHD",10,5,1,1,"10"
"1211",4608,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",1,26,"(1) Central Place 1,000,000 or more",0,"PHD",10,6,0,1,"10"
"1583",4608,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",1,27,NA,0,"PHD",10,7,0,1,"10"
"96",4622,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",1,23,"(5) Rural/small town 49,999 or less",2,"<PHD",8,3,0,1,"8"
"468",4622,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",1,24,"(5) Rural/small town 49,999 or less",2,"<PHD",8,4,0,1,"8"
"840",4622,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",1,25,"(5) Rural/small town 49,999 or less",2,"<PHD",8,5,0,1,"8"
"1212",4622,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",1,26,"(5) Rural/small town 49,999 or less",2,"<PHD",8,6,0,1,"8"
"1584",4622,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",1,27,NA,2,"<PHD",8,7,0,1,"8"
"97",4629,"(1) Older","Female","(7) South-Urban",205,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,3,0,0,"9"
"469",4629,"(1) Older","Female","(7) South-Urban",205,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,4,0,0,"9"
"841",4629,"(1) Older","Female","(7) South-Urban",205,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,5,0,0,"9"
"1213",4629,"(1) Older","Female","(7) South-Urban",205,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,6,0,0,"9"
"1585",4629,"(1) Older","Female","(7) South-Urban",205,"(3) White",1,27,NA,2,"PHD",9,7,0,0,"9"
"297",4653,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",0,20,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,0,0,1,"9"
"669",4653,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",NA,21,"(4) Urban areas & towns 50,000-499,999",NA,"PHD",9,1,1,1,"9"
"1041",4653,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",0,22,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,2,0,1,"9"
"1413",4653,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",0,23,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,3,0,1,"9"
"1785",4653,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",0,24,NA,0,"PHD",9,4,0,1,"9"
"98",4724,"(1) Older","Male","(2) Northeast-Suburban",217,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",2,"PHD",10,3,0,1,"10"
"470",4724,"(1) Older","Male","(2) Northeast-Suburban",217,"(3) White",NA,24,NA,NA,NA,10,4,1,1,"10"
"842",4724,"(1) Older","Male","(2) Northeast-Suburban",217,"(3) White",NA,25,NA,NA,NA,10,5,1,1,"10"
"1214",4724,"(1) Older","Male","(2) Northeast-Suburban",217,"(3) White",NA,26,NA,NA,NA,NA,6,1,1,NA
"1586",4724,"(1) Older","Male","(2) Northeast-Suburban",217,"(3) White",NA,27,NA,NA,NA,NA,7,1,1,NA
"99",4750,"(1) Older","Female","(2) Northeast-Suburban",215,"(3) White",0,23,"(5) Rural/small town 49,999 or less",1,"<PHD",10,3,0,0,"10"
"471",4750,"(1) Older","Female","(2) Northeast-Suburban",215,"(3) White",NA,24,"(5) Rural/small town 49,999 or less",NA,"<PHD",10,4,1,0,"10"
"843",4750,"(1) Older","Female","(2) Northeast-Suburban",215,"(3) White",NA,25,"(5) Rural/small town 49,999 or less",NA,"<PHD",10,5,1,0,"10"
"1215",4750,"(1) Older","Female","(2) Northeast-Suburban",215,"(3) White",0,26,"(5) Rural/small town 49,999 or less",1,"<PHD",10,6,0,0,"10"
"1587",4750,"(1) Older","Female","(2) Northeast-Suburban",215,"(3) White",0,27,NA,1,"<PHD",10,7,0,0,"10"
"100",4761,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",0,23,"(1) Central Place 1,000,000 or more",1,"<PHD",7,3,0,1,"7"
"472",4761,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",NA,24,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",7,4,1,1,"7"
"844",4761,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",NA,25,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",7,5,1,1,"7"
"1216",4761,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",0,26,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",7,6,0,1,"7"
"1588",4761,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",0,27,NA,1,"<PHD",7,7,0,1,"7"
"101",4779,"(1) Older","Female","(8) South-Suburban",229,"(1) Hispanic",0,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",6,3,0,0,"6"
"473",4779,"(1) Older","Female","(8) South-Suburban",229,"(1) Hispanic",0,24,"(1) Central Place 1,000,000 or more",0,"<PHD",6,4,0,0,"6"
"845",4779,"(1) Older","Female","(8) South-Suburban",229,"(1) Hispanic",0,25,"(1) Central Place 1,000,000 or more",0,"<PHD",6,5,0,0,"6"
"1217",4779,"(1) Older","Female","(8) South-Suburban",229,"(1) Hispanic",0,26,"(1) Central Place 1,000,000 or more",0,"<PHD",6,6,0,0,"6"
"1589",4779,"(1) Older","Female","(8) South-Suburban",229,"(1) Hispanic",0,27,NA,0,"<PHD",6,7,0,0,"6"
"298",4796,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",6,0,0,1,"6"
"670",4796,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",NA,21,NA,NA,NA,6,1,1,1,"6"
"1042",4796,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",6,2,0,1,"6"
"1414",4796,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",6,3,0,1,"6"
"1786",4796,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",1,24,NA,3,"<PHD",6,4,0,1,"6"
"102",4804,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",0,23,"(5) Rural/small town 49,999 or less",4,"<PHD",8,3,0,1,"8"
"474",4804,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",NA,24,"(5) Rural/small town 49,999 or less",NA,"<PHD",8,4,1,1,"8"
"846",4804,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",0,25,"(5) Rural/small town 49,999 or less",4,"<PHD",8,5,0,1,"8"
"1218",4804,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",0,26,"(5) Rural/small town 49,999 or less",4,"<PHD",8,6,0,1,"8"
"1590",4804,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",0,27,NA,4,"<PHD",8,7,0,1,"8"
"103",4807,"(1) Older","Female","(9) South-Rural",240,"(3) White",0,23,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",8,3,0,0,"8"
"475",4807,"(1) Older","Female","(9) South-Rural",240,"(3) White",NA,24,NA,NA,NA,8,4,1,0,"8"
"847",4807,"(1) Older","Female","(9) South-Rural",240,"(3) White",NA,25,NA,NA,NA,8,5,1,0,"8"
"1219",4807,"(1) Older","Female","(9) South-Rural",240,"(3) White",0,26,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",8,6,0,0,"8"
"1591",4807,"(1) Older","Female","(9) South-Rural",240,"(3) White",NA,27,NA,NA,NA,NA,7,1,0,NA
"104",4814,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,23,"(4) Urban areas & towns 50,000-499,999",2,"PHD",7,3,0,1,"7"
"476",4814,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,24,"(4) Urban areas & towns 50,000-499,999",2,"PHD",7,4,0,1,"7"
"848",4814,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,25,"(4) Urban areas & towns 50,000-499,999",2,"PHD",7,5,0,1,"7"
"1220",4814,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,26,"(5) Rural/small town 49,999 or less",2,NA,NA,6,0,1,NA
"1592",4814,"(1) Older","Male","(2) Northeast-Suburban",212,NA,1,27,NA,2,"PHD",NA,7,0,1,NA
"299",4831,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,20,"(5) Rural/small town 49,999 or less",2,"<PHD",10,0,0,1,"10"
"671",4831,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,21,"(5) Rural/small town 49,999 or less",2,"<PHD",10,1,0,1,"10"
"1043",4831,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,22,"(5) Rural/small town 49,999 or less",3,"<PHD",10,2,0,1,"10"
"1415",4831,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,23,"(5) Rural/small town 49,999 or less",3,"<PHD",10,3,0,1,"10"
"1787",4831,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,24,NA,3,"<PHD",10,4,0,1,"10"
"105",4857,"(1) Older","Male","(8) South-Suburban",246,"(3) White",0,23,"(1) Central Place 1,000,000 or more",0,"<PHD",9,3,0,1,"9"
"477",4857,"(1) Older","Male","(8) South-Suburban",246,"(3) White",NA,24,NA,NA,NA,9,4,1,1,"9"
"849",4857,"(1) Older","Male","(8) South-Suburban",246,"(3) White",NA,25,NA,NA,NA,9,5,1,1,"9"
"1221",4857,"(1) Older","Male","(8) South-Suburban",246,"(3) White",0,26,"(1) Central Place 1,000,000 or more",0,"<PHD",9,6,0,1,"9"
"1593",4857,"(1) Older","Male","(8) South-Suburban",246,"(3) White",NA,27,NA,NA,NA,NA,7,1,1,NA
"106",4864,"(1) Older","Male","(6) Northcentral-Rural",305,"(3) White",0,23,"(4) Urban areas & towns 50,000-499,999",3,"<PHD",7,3,0,1,"7"
"478",4864,"(1) Older","Male","(6) Northcentral-Rural",305,"(3) White",0,24,"(4) Urban areas & towns 50,000-499,999",3,"PHD",7,4,0,1,"7"
"850",4864,"(1) Older","Male","(6) Northcentral-Rural",305,"(3) White",0,25,"(4) Urban areas & towns 50,000-499,999",3,"PHD",7,5,0,1,"7"
"1222",4864,"(1) Older","Male","(6) Northcentral-Rural",305,"(3) White",0,26,"(4) Urban areas & towns 50,000-499,999",3,"PHD",7,6,0,1,"7"
"1594",4864,"(1) Older","Male","(6) Northcentral-Rural",305,"(3) White",0,27,NA,3,"PHD",7,7,0,1,"7"
"107",4880,"(1) Older","Female","(11) West-Suburban",233,"(3) White",0,23,"(5) Rural/small town 49,999 or less",0,"<PHD",9,3,0,0,"9"
"479",4880,"(1) Older","Female","(11) West-Suburban",233,"(3) White",0,24,"(5) Rural/small town 49,999 or less",0,"<PHD",9,4,0,0,"9"
"851",4880,"(1) Older","Female","(11) West-Suburban",233,"(3) White",0,25,"(5) Rural/small town 49,999 or less",0,"<PHD",9,5,0,0,"9"
"1223",4880,"(1) Older","Female","(11) West-Suburban",233,"(3) White",0,26,"(5) Rural/small town 49,999 or less",0,"<PHD",9,6,0,0,"9"
"1595",4880,"(1) Older","Female","(11) West-Suburban",233,"(3) White",0,27,NA,0,"<PHD",9,7,0,0,"9"
"300",4888,"(2) Younger","Male","(1) Northest-Urban",101,"(2) Black",0,20,"(1) Central Place 1,000,000 or more",NA,"PHD",5,0,0,1,"5"
"672",4888,"(2) Younger","Male","(1) Northest-Urban",101,"(2) Black",0,21,"(1) Central Place 1,000,000 or more",NA,"PHD",5,1,0,1,"5"
"1044",4888,"(2) Younger","Male","(1) Northest-Urban",101,"(2) Black",0,22,"(1) Central Place 1,000,000 or more",NA,"PHD",5,2,0,1,"5"
"1416",4888,"(2) Younger","Male","(1) Northest-Urban",101,"(2) Black",0,23,"(1) Central Place 1,000,000 or more",1,"PHD",5,3,0,1,"5"
"1788",4888,"(2) Younger","Male","(1) Northest-Urban",101,"(2) Black",0,24,NA,1,"PHD",5,4,0,1,"5"
"301",4898,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,0,0,1,"9"
"673",4898,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,1,0,1,"9"
"1045",4898,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,2,0,1,"9"
"1417",4898,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,3,0,1,"9"
"1789",4898,"(2) Younger","Male","(5) Northcentral-Suburban",119,"(3) White",1,24,NA,2,"<PHD",9,4,0,1,"9"
"108",4909,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",0,23,"(5) Rural/small town 49,999 or less",1,"PHD",9,3,0,1,"9"
"480",4909,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",0,24,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,4,0,1,"9"
"852",4909,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",0,25,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,5,0,1,"9"
"1224",4909,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,6,0,1,"9"
"1596",4909,"(1) Older","Male","(5) Northcentral-Suburban",219,"(3) White",0,27,NA,2,"PHD",9,7,0,1,"9"
"302",4953,"(2) Younger","Female","(11) West-Suburban",130,"(4) Asian",0,20,"(5) Rural/small town 49,999 or less",0,"PHD",10,0,0,0,"10"
"674",4953,"(2) Younger","Female","(11) West-Suburban",130,"(4) Asian",0,21,"(5) Rural/small town 49,999 or less",0,"PHD",10,1,0,0,"10"
"1046",4953,"(2) Younger","Female","(11) West-Suburban",130,"(4) Asian",0,22,"(5) Rural/small town 49,999 or less",1,"PHD",10,2,0,0,"10"
"1418",4953,"(2) Younger","Female","(11) West-Suburban",130,"(4) Asian",0,23,"(5) Rural/small town 49,999 or less",1,"PHD",10,3,0,0,"10"
"1790",4953,"(2) Younger","Female","(11) West-Suburban",130,"(4) Asian",0,24,NA,1,"PHD",10,4,0,0,"10"
"109",4962,"(1) Older","Female","(8) South-Suburban",227,"(3) White",0,23,"(5) Rural/small town 49,999 or less",1,"<PHD",10,3,0,0,"10"
"481",4962,"(1) Older","Female","(8) South-Suburban",227,"(3) White",0,24,"(5) Rural/small town 49,999 or less",1,"<PHD",10,4,0,0,"10"
"853",4962,"(1) Older","Female","(8) South-Suburban",227,"(3) White",0,25,"(5) Rural/small town 49,999 or less",2,"<PHD",10,5,0,0,"10"
"1225",4962,"(1) Older","Female","(8) South-Suburban",227,"(3) White",0,26,"(5) Rural/small town 49,999 or less",2,"<PHD",10,6,0,0,"10"
"1597",4962,"(1) Older","Female","(8) South-Suburban",227,"(3) White",0,27,NA,2,"<PHD",10,7,0,0,"10"
"303",4966,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,20,"(1) Central Place 1,000,000 or more",0,"PHD",9,0,0,1,"9"
"675",4966,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,21,"(1) Central Place 1,000,000 or more",0,"PHD",9,1,0,1,"9"
"1047",4966,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,22,"(1) Central Place 1,000,000 or more",0,"PHD",9,2,0,1,"9"
"1419",4966,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,23,"(1) Central Place 1,000,000 or more",0,"PHD",9,3,0,1,"9"
"1791",4966,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,24,NA,0,"PHD",9,4,0,1,"9"
"304",4980,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,20,"(3) Urban areas and towns 500,000-999,999",2,"<PHD",6,0,0,1,"6"
"676",4980,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,21,"(3) Urban areas and towns 500,000-999,999",3,"<PHD",6,1,0,1,"6"
"1048",4980,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,22,"(3) Urban areas and towns 500,000-999,999",4,"PHD",6,2,0,1,"6"
"1420",4980,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,23,"(3) Urban areas and towns 500,000-999,999",4,"PHD",6,3,0,1,"6"
"1792",4980,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,24,NA,4,"PHD",6,4,0,1,"6"
"110",4993,"(1) Older","Male","(1) Northest-Urban",201,NA,1,23,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",10,3,0,1,"10"
"482",4993,"(1) Older","Male","(1) Northest-Urban",201,NA,NA,24,NA,NA,NA,10,4,1,1,"10"
"854",4993,"(1) Older","Male","(1) Northest-Urban",201,NA,NA,25,NA,NA,NA,10,5,1,1,"10"
"1226",4993,"(1) Older","Male","(1) Northest-Urban",201,NA,NA,26,NA,NA,NA,NA,6,1,1,NA
"1598",4993,"(1) Older","Male","(1) Northest-Urban",201,NA,1,27,NA,2,"<PHD",NA,7,0,1,NA
"111",4998,"(1) Older","Female","(8) South-Suburban",246,"(2) Black",0,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",0,3,0,0,"1"
"483",4998,"(1) Older","Female","(8) South-Suburban",246,"(2) Black",0,24,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",1,4,0,0,"1"
"855",4998,"(1) Older","Female","(8) South-Suburban",246,"(2) Black",0,25,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",1,5,0,0,"1"
"1227",4998,"(1) Older","Female","(8) South-Suburban",246,"(2) Black",0,26,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",1,6,0,0,"1"
"1599",4998,"(1) Older","Female","(8) South-Suburban",246,"(2) Black",0,27,NA,0,"<PHD",1,7,0,0,"1"
"305",5005,"(2) Younger","Male","(9) South-Rural",139,NA,1,20,"(1) Central Place 1,000,000 or more",0,"PHD",9,0,0,1,"9"
"677",5005,"(2) Younger","Male","(9) South-Rural",139,NA,1,21,"(1) Central Place 1,000,000 or more",0,"PHD",9,1,0,1,"9"
"1049",5005,"(2) Younger","Male","(9) South-Rural",139,NA,1,22,"(1) Central Place 1,000,000 or more",0,"PHD",9,2,0,1,"9"
"1421",5005,"(2) Younger","Male","(9) South-Rural",139,NA,1,23,"(1) Central Place 1,000,000 or more",0,"PHD",9,3,0,1,"9"
"1793",5005,"(2) Younger","Male","(9) South-Rural",139,NA,1,24,NA,0,"PHD",9,4,0,1,"9"
"306",5046,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,20,"(1) Central Place 1,000,000 or more",0,"PHD",8,0,0,1,"8"
"678",5046,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,21,"(1) Central Place 1,000,000 or more",0,"PHD",8,1,0,1,"8"
"1050",5046,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,2,0,1,"8"
"1422",5046,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,3,0,1,"8"
"1794",5046,"(2) Younger","Male","(2) Northeast-Suburban",115,"(3) White",0,24,NA,1,"PHD",8,4,0,1,"8"
"307",5047,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,0,0,1,"8"
"679",5047,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,21,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,1,0,1,"8"
"1051",5047,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",8,2,0,1,"8"
"1423",5047,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",8,3,0,1,"8"
"1795",5047,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,24,NA,2,"<PHD",8,4,0,1,"8"
"112",5049,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,3,0,1,"8"
"484",5049,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,4,0,1,"8"
"856",5049,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,5,0,1,"8"
"1228",5049,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,6,0,1,"8"
"1600",5049,"(1) Older","Male","(6) Northcentral-Rural",309,"(3) White",1,27,NA,0,"<PHD",8,7,0,1,"8"
"113",5062,"(1) Older","Female","(4) Northcentral-Urban",204,"(3) White",0,23,"(1) Central Place 1,000,000 or more",0,"<PHD",8,3,0,0,"8"
"485",5062,"(1) Older","Female","(4) Northcentral-Urban",204,"(3) White",0,24,"(1) Central Place 1,000,000 or more",0,"<PHD",8,4,0,0,"8"
"857",5062,"(1) Older","Female","(4) Northcentral-Urban",204,"(3) White",NA,25,NA,NA,NA,8,5,1,0,"8"
"1229",5062,"(1) Older","Female","(4) Northcentral-Urban",204,"(3) White",NA,26,NA,NA,NA,NA,6,1,0,NA
"1601",5062,"(1) Older","Female","(4) Northcentral-Urban",204,"(3) White",NA,27,NA,NA,NA,NA,7,1,0,NA
"308",5065,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,0,0,1,"9"
"680",5065,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",0,21,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,1,0,1,"9"
"1052",5065,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,2,0,1,"9"
"1424",5065,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,3,0,1,"9"
"1796",5065,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",0,24,NA,2,"<PHD",9,4,0,1,"9"
"114",5071,"(1) Older","Male","(1) Northest-Urban",201,NA,0,23,"(1) Central Place 1,000,000 or more",1,"<PHD",8,3,0,1,"8"
"486",5071,"(1) Older","Male","(1) Northest-Urban",201,NA,0,24,"(1) Central Place 1,000,000 or more",2,"<PHD",8,4,0,1,"8"
"858",5071,"(1) Older","Male","(1) Northest-Urban",201,NA,0,25,"(1) Central Place 1,000,000 or more",2,"<PHD",8,5,0,1,"8"
"1230",5071,"(1) Older","Male","(1) Northest-Urban",201,NA,0,26,"(1) Central Place 1,000,000 or more",2,"<PHD",8,6,0,1,"8"
"1602",5071,"(1) Older","Male","(1) Northest-Urban",201,NA,0,27,NA,2,"<PHD",8,7,0,1,"8"
"309",5088,"(2) Younger","Female","(8) South-Suburban",127,"(2) Black",0,20,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,0,0,0,"10"
"681",5088,"(2) Younger","Female","(8) South-Suburban",127,"(2) Black",NA,21,NA,NA,NA,10,1,1,0,"10"
"1053",5088,"(2) Younger","Female","(8) South-Suburban",127,"(2) Black",NA,22,NA,NA,NA,10,2,1,0,"10"
"1425",5088,"(2) Younger","Female","(8) South-Suburban",127,"(2) Black",NA,23,NA,NA,NA,NA,3,1,0,NA
"1797",5088,"(2) Younger","Female","(8) South-Suburban",127,"(2) Black",NA,24,NA,NA,NA,NA,4,1,0,NA
